text,label
"Digital insights and analytics (Adobe Experience Cloud, Google Analytics, and Looker)",Experience
SQL,Skills
"C# 3.0, PL/SQL, JavaScript, HTML 4, CSS 2 Framework: .NET 3.5 Database: SQL Server 2008, Oracle 9i Operating systems: Windows",Skills
Work Experience,Experience
"3 years and 9 months of experience in the development, support and enhancement of web and windows applications and in the",Experience
"implementation of cost effective valueadds Designed and developed webbased tools in ASP .NET 3.5, using the programming and C#",Projects
PL/SQL procedural languages namely and Enhanced EBusiness applications and managed technological issues by analyzing codes and,Skills
providing customizable solutions using SQL and Business Objects XI 3.1 tools Awarded for outstanding performance and ontime delivery,Skills
of projects and as a result helped the team achieve 100% customer satisfaction ( CSAT score 7/7 ) Theoretical knowledge on the basics of,Projects
Statement of Work (SOW) Tracker : Webbased tool developed for use by LBG and partners of LBG (e.g HCL) a.,Projects
"Project details like team size, team structure and work description are also captured separately for use by managers.",Projects
projects and generating customized reports.,Projects
Data captured using this tool can be used by service providers and service users to measure performance of projects.,Projects
"Functionalities have been added to the system to integrate it to HP Service Developed the web based tools using C#, PL/SQL, HTML,",Skills
AJAX Extensions and CSS in Microsoft Visual Studio IDE and SQL Server Source control maintenance done using source control,Skills
"PL/SQL, HTML, JavaScript, CSS Tools used: SQL Server 2008, Visual studio IDE, Visual SourceSafe.",Skills
TRACX : Online EBusiness application used by LBG employees for recording training and competency information undertaken by their,Courses & Certificates
"colleagues Responsibilities Involved in technical support which included resolving application issues, using the helpdesk software Fixed",Experience
"minor backend code issues using SQL, in the form of Change Records Assisted in data analysis, extraction and archival in Oracle database",Skills
Intelligence and Universe Designer Created SQL Server Agent jobs to monitor application's stability on a daily basis Worked on correction,Skills
"its database Technology/Languages used: ASP.NET 2.0, PL/SQL, HTML Tools used: TOAD, HP Service Manager, WinSCP, PuTTY,",Skills
Education and Training,Courses & Certificates
Degree Bachelor of Engineering College Easwari Engineering College Discipline Â​ Electronics/Communication Year of Graduation Â​ 2010,Education
Training and Certifications Course Period Institution ITIL Â​ ASM Basic Oct 2011 RTB Business Academy Windows and Web Application Jan,Courses & Certificates
Skills,Skills
"Windows, windows applications, 2000, 3.1, Windows 98, Enterprise, Oct, Operating systems, Oracle 9, Oracle database, PL/SQL, personnel,",Skills
"programming, recording, reporting, sales, Servers, Service Level Agreement, SLA, Visual SourceSafe, Visual SourceSafe, SQL, SQL Server,",Skills
"After reviewing your post with much interest, please take into consideration my qualifications and work experiences in your search. As an",Experience
"systems. From the School of Visual Arts, I received a Bachelor of Fine Arts with a major in Illustration and a minor in Computer Arts.",Education
Skills,Skills
Experience,Experience
"â€¢ Routinely support Marketing and Sales division by creating collateral and training material; such as, posters, presentations, invitations,",Courses & Certificates
"photography, awards and handouts",Achievements
Education and Training,Courses & Certificates
"Bachelor of Fine Arts , Sequential Arts (Illustration) 1999 School of Visual Arts ï¼​ City , State , USA",Education
Skills,Skills
"quality, raDiO, Technical illustration, training material, web graphics, Author, written communication",Courses & Certificates
Experience,Experience
"Organized files, developed spreadsheets, faxed reports.",Projects
"Collaborated with other administrative team members, human resources and the finance department on special projects and events.",Projects
